ShapeId,ShapeName,ParentShapeId,ShapeText,ShapeType,MasterName,Is1DShape,BeginConnectedTo,EndConnectedTo,ConnectionPoints,PageName,PositionX,PositionY,Width,Height,BeginX,BeginY,EndX,EndY,ShapeData,LayerMembership
21,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
22,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
23,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
24,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
25,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
49,Dynamic Connector,,,Shape,Dynamic Connector,True,13,26,"FromPart=9, ToPart=3; FromPart=12, ToPart=3",page1,0,0,0,0,1.53125,14.125,1.958333333333334,14.125,,
26,Task,,"Nativate to the start page of the shopping site
",Group,Task,False,,,,page1,0,0,0,0,0,0,0,0,,
27,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
28,,26,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
29,,28,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
30,,28,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
31,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
32,,26,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
33,,32,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
34,,32,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
35,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
36,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
37,,26,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
38,,37,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
39,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
40,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
41,,26,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
42,,41,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
43,,41,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
44,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
45,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
46,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
47,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
48,,26,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
27,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
28,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
29,,28,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
30,,28,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
29,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
30,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
31,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
32,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
33,,32,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
34,,32,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
33,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
34,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
35,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
36,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
37,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
38,,37,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
38,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
39,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
40,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
41,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
42,,41,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
43,,41,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
42,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
43,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
44,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
45,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
46,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
47,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
48,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
50,,,"Search for items
",Group,Task,False,,,,page1,0,0,0,0,0,0,0,0,,
51,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
52,,50,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
53,,52,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
54,,52,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
55,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
56,,50,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
57,,56,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
58,,56,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
59,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
60,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
61,,50,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
62,,61,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
63,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
64,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
65,,50,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
66,,65,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
67,,65,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
68,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
69,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
70,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
71,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
72,,50,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
51,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
52,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
53,,52,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
54,,52,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
53,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
54,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
55,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
56,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
57,,56,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
58,,56,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
57,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
58,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
59,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
60,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
61,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
62,,61,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
62,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
63,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
64,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
65,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
66,,65,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
67,,65,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
66,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
67,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
68,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
69,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
70,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
71,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
72,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
73,Task.73,,"Review Recommended Items
",Group,Task,False,,,,page1,0,0,0,0,0,0,0,0,,
74,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
75,,73,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
76,,75,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
77,,75,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
78,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
79,,73,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
80,,79,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
81,,79,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
82,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
83,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
84,,73,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
85,,84,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
86,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
87,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
88,,73,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
89,,88,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
90,,88,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
91,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
92,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
93,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
94,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
95,,73,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
74,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
75,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
76,,75,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
77,,75,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
76,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
77,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
78,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
79,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
80,,79,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
81,,79,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
80,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
81,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
82,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
83,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
84,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
85,,84,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
85,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
86,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
87,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
88,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
89,,88,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
90,,88,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
89,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
90,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
91,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
92,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
93,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
94,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
95,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
119,,,,Shape,Dynamic Connector,True,96,26,"FromPart=12, ToPart=3; FromPart=9, ToPart=108",page1,0,0,0,0,2.958333333333334,13.9375,3.433333333333334,13.25,,
96,,,"Review Special
",Group,Task,False,,,,page1,0,0,0,0,0,0,0,0,,
97,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
98,,96,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
99,,98,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
100,,98,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
101,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
102,,96,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
103,,102,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
104,,102,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
105,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
106,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
107,,96,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
108,,107,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
109,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
110,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
111,,96,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
112,,111,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
113,,111,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
114,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
115,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
116,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
117,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
118,,96,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
97,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
98,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
99,,98,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
100,,98,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
99,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
100,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
101,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
102,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
103,,102,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
104,,102,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
103,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
104,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
105,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
106,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
107,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
108,,107,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
108,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
109,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
110,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
111,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
112,,111,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
113,,111,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
112,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
113,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
114,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
115,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
116,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
117,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
118,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
120,,,,Shape,Dynamic Connector,True,26,50,"FromPart=9, ToPart=106; FromPart=12, ToPart=101",page1,0,0,0,0,2.958333333333334,14.3125,3.433333333333334,15,,
121,,,,Shape,Dynamic Connector,True,26,73,"FromPart=9, ToPart=107; FromPart=12, ToPart=101",page1,0,0,0,0,2.958333333333334,14.125,3.433333333333334,14.125,,
145,,,,Shape,Dynamic Connector,True,122,73,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,4.433333333333334,14.125,4.8125,14.125,,
122,,,"Identify Item for purchase
",Group,Task,False,,,,page1,0,0,0,0,0,0,0,0,,
123,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
124,,122,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
125,,124,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
126,,124,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
127,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
128,,122,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
129,,128,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
130,,128,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
131,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
132,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
133,,122,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
134,,133,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
135,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
136,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
137,,122,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
138,,137,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
139,,137,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
140,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
141,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
142,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
143,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
144,,122,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
123,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
124,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
125,,124,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
126,,124,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
125,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
126,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
127,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
128,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
129,,128,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
130,,128,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
129,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
130,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
131,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
132,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
133,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
134,,133,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
134,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
135,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
136,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
137,,,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
138,,137,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
139,,137,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
138,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
139,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
140,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
141,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
142,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
143,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
144,,,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
146,,,,Shape,Dynamic Connector,True,122,50,"FromPart=12, ToPart=104; FromPart=9, ToPart=107",page1,0,0,0,0,4.433333333333334,15,5.3125,14.5,,
147,,,,Shape,Dynamic Connector,True,122,96,"FromPart=12, ToPart=110; FromPart=9, ToPart=107",page1,0,0,0,0,4.433333333333334,13.25,5.3125,13.75,,
171,,,,Shape,Dynamic Connector,True,148,122,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,5.8125,14.125,6.23958333333333,14.125,,
148,,,"Add item to the shopping cart
",Group,Task,False,,,,page1,0,0,0,0,0,0,0,0,,
149,,148,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
150,,148,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
151,,150,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
152,,150,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
153,,148,,Shape,,False,,,,page1,0,0,0,0,0,0,0,0,,
154,,148,,Group,,False,,,,page1,0,0,0,0,0,0,0,0,,
