ShapeId,ShapeName,ParentShapeId,ShapeText,ShapeType,MasterName,Is1DShape,BeginConnectedTo,EndConnectedTo,ConnectionPoints,PageName,PositionX,PositionY,Width,Height,BeginX,BeginY,EndX,EndY,ShapeData,LayerMembership
7,Process,,"Submit the registration form
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
8,Decision,,"Form Complete?
",Shape,Decision,False,,,,page1,0,0,0,0,0,0,0,0,,
3,Dynamic connector,,,Shape,Dynamic connector,True,7,8,"FromPart=9, ToPart=102; FromPart=12, ToPart=102",page1,0,0,0,0,4.125000016763803,5.518292807098558,4.125000016763803,4.500000041909514,,
4,,,"No
",Shape,Dynamic connector,True,8,7,"FromPart=9, ToPart=101; FromPart=12, ToPart=101",page1,0,0,0,0,4.625000016763803,4.125000041909514,4.625000016763803,5.893292807098558,,
6,,,"Yes
",Shape,Dynamic connector,True,8,9,"FromPart=9, ToPart=3; FromPart=12, ToPart=3",page1,0,0,0,0,4.125000016763803,3.750000041909514,4.125000016763803,3.000000041909514,,
9,,,"Verify Details of Submission
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
12,,,,Shape,Dynamic connector,True,9,11,"FromPart=9, ToPart=3; FromPart=12, ToPart=3",page1,0,0,0,0,4.625000016763803,2.625000041909514,5.74999993853271,2.624999983236194,,
11,,,"Accept Submission?
",Shape,Decision,False,,,,page1,0,0,0,0,0,0,0,0,,
14,,,"Yes
",Shape,Dynamic connector,True,13,11,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,6.74999993853271,2.624999983236194,7.24999993853271,2.624999983236194,,
13,,,"Write Acceptance Letter
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
16,,,,Shape,Dynamic connector,True,17,13,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,7.74999993853271,2.999999983236194,7.74999993853271,5.60162608175857,,
17,Document,,"Acceptance Letter
",Shape,Document,False,,,,page1,0,0,0,0,0,0,0,0,,
19,,,"No
",Shape,Dynamic connector,True,18,11,"FromPart=12, ToPart=3; FromPart=9, ToPart=3",page1,0,0,0,0,6.24999993853271,2.999999983236194,6.24999993853271,4.152438716760858,,
18,,,"Notify Student on the Rejection
",Shape,Process,False,,,,page1,0,0,0,0,0,0,0,0,,
62,Start/End,,"Start
",Shape,Start/End,False,,,,page1,0,0,0,0,0,0,0,0,,
63,,,,Shape,Dynamic connector,True,7,62,"FromPart=12, ToPart=100; FromPart=9, ToPart=103",page1,0,0,0,0,3.125000050291416,5.893292807098554,3.625000016763803,5.893292807098558,,
64,Start/End.64,,"End
",Shape,Start/End,False,,,,page1,0,0,0,0,0,0,0,0,,
65,,,,Shape,Dynamic connector,True,64,18,"FromPart=12, ToPart=100; FromPart=9, ToPart=103",page1,0,0,0,0,6.24999993853271,4.902438716760858,6.24999993853271,5.705792748425237,,
66,,,,Shape,Dynamic connector,True,64,17,"FromPart=12, ToPart=103; FromPart=9, ToPart=100",page1,0,0,0,0,7.24999993853271,5.893292748425237,6.74999993853271,5.893292748425234,,
